type,date,impressions,clicks,cost_micros,currency
SL_Feed,2022-01-01,11984164,1247627,11275573051411
SL_Feed,2022-01-02,11298841,1350908,13249915791348
SL_Feed,2022-01-03,9621194,1338908,15113704485461
SL_Feed,2022-01-04,9561097,1338991,13247847465453
SL_Feed,2022-01-05,10302409,1348804,13158450989466
SL_Feed,2022-01-06,10447048,1346719,13202233194666
SL_Feed,2022-01-07,12585345,1696935,14326800925566
SL_Feed,2022-01-08,13678997,1905887,15711076632489
SL_Feed,2022-01-09,12428273,1730375,13905504607638
SL_Feed,2022-01-10,11331500,1538280,13773025337350
SL_Feed,2022-01-11,11074481,1467255,12788219391186
SL_Feed,2022-01-12,10888381,1436571,12008422466080
SL_Feed,2022-01-13,10735428,1433974,18418020059761
SL_Feed,2022-01-14,11335655,1660800,38626103428151
SL_Feed,2022-01-15,11962169,1655801,22426291712858
SL_Feed,2022-01-16,11738241,1567488,27510218992260
SL_Feed,2022-01-17,11346553,1560667,49224183927616
SL_Feed,2022-01-18,11260878,1510071,40873499000568
SL_Feed,2022-01-19,11004672,1460467,42942996096951
SL_Feed,2022-01-20,11093786,1487649,42902908333986
SL_Feed,2022-01-21,11097150,1404032,26686171273802
SL_Feed,2022-01-22,11429056,1493757,16623853737551
SL_Feed,2022-01-23,12120808,1518858,21891837269277
SL_Feed,2022-01-24,11801290,1430369,30220821691159
SL_Feed,2022-01-25,11584826,1427180,23666482677292
SL_Feed,2022-01-26,11802488,1470865,23169304176661
SL_Feed,2022-01-27,11451455,1351220,19865904859773
SL_Feed,2022-01-28,12064769,1337957,18307201556472
SL_Feed,2022-01-29,11920328,1373828,12150092263013
SL_Feed,2022-01-30,12519362,1379636,14054761165486
SL_Feed,2022-01-31,11863290,1324452,15201636159909
SL_Feed,2022-02-01,11369615,1283239,15442755463484
SL_Feed,2022-02-02,11000837,1273566,16823791064846
SL_Feed,2022-02-03,10982585,1285831,17926255867473
SL_Feed,2022-02-04,11078828,1287044,18857296175502
SL_Feed,2022-02-05,12015331,1283279,15631547108556
SL_Feed,2022-02-06,11586357,1326806,19201416451226
SL_Feed,2022-02-07,10785039,1294529,25719074002660
SL_Feed,2022-02-08,9949949,1221721,25450062796488
SL_Feed,2022-02-09,9706066,1209949,23809030272545
